"R0000100","R4893600","R4893700","R4893800","R4893900","R4894000","R5459400","R5464100","R5473500","R5484100","R5532200","R5532300","R5532400","R5532500","R5532600","R7222400","R7227800","R7237200","R7248400","R7273600","R7273700","R7273800","R7273900","R7274000","R7274100","S0920800","S0920900","S0921000","S0921100","S0921200","S1530100","S1530200","S1530300","S1530400","S1530500","S1530600","S1530700","S1530800","S1530900","S1531000","S1535500","S1541700","S1552500","S1564300","S2000000","S2000100","S2000200","S2000300","S2000400","S2000500","S2000600","S2005400","S2011500","S2022300","S2034400","S3800000","S3800100","S3800200","S3800300","S3800400","S3800500","S3800600","S3800700","S3805700","S3812400","S3823200","S3835800","S4681900","S4682000","S4682100","S4682200","S4682300","S5400000","S5400100","S5400200","S5400300","S5400400","S5400500","S5400600","S5405600","S5412800","S5423200","S5436300","S7500000","S7500100","S7500200","S7500300","S7500400","S7500500","S7500600","S7500700","S7500800","S7506100","S7513700","S7525300","S7537100","S8332300","S8332400","S8332500","S8332600","S8332700","T0007500","T0007600","T0007700","T0007800","T0007900","T0008000","T0009400","T0014100","T0025600","T0033700","T2009900","T2010000","T2010100","T2010200","T2010300","T2010400","T2010500","T2010600","T2010700","T2012100","T2016200","T2020500","T2021300","T2782600","T2782700","T2782800","T2782900","T2783000","T3600200","T3600300","T3600400","T3600500","T3600600","T3600700","T3600800","T3600900","T3601000","T3601100","T3602100","T3606500","T3611200","T3612000","T5200700","T5200800","T5200900","T5201000","T5201100","T5201200","T5202300","T5206900","T5211600","T5211900","T6143700","T6143800","T6143900","T6144000","T6144100"
6473,3,2,3,2,4,4,-4,1,1,-4,-4,-4,-4,-4,4,40000,1,1,-4,-4,-4,-4,-4,-4,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,31130,1,1,2,-4,-4,-4,-4,-4,-4,4,35000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,4,33000,2,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,52500,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,4,75000,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,75000,2,0,-4,-4,-4,-4,-4,-4,4,61000,2,0,4,3,4,2,4
6474,3,3,1,4,1,4,2444,1,1,-4,-4,-4,-4,-4,4,10680,1,1,-4,-4,-4,-4,-4,-4,3,4,3,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,5530,1,0,3,-4,-4,-4,-4,-4,-4,4,20200,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,11394,3,1,1,4,1,3,1,-4,-4,-4,-4,-4,-4,-4,4,57150,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,19308,3,1,2,3,3,3,3,-4,-4,-4,-4,-4,-4,4,32212,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,2,3,1,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,1,1,-4,-4,-4,-4,-4,-4,4,12500,1,1,3,3,3,1,3
6475,4,2,3,2,4,4,3500,1,1,-4,-4,-4,-4,-4,4,19000,1,1,3,3,-4,-4,-4,-4,1,4,1,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,5800,1,1,3,2,-4,-4,-4,-4,-4,4,17500,1,1,3,3,-4,-4,-4,-4,-4,-4,4,82560,2,0,2,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,4,49730,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,52969,3,1,2,3,2,3,3,2,2,-4,-4,-4,-4,4,25000,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,40000,3,1,2,-4,-4,-4,-4,-4,4,17500,3,1,3,2,2,3,4
6476,3,3,2,3,3,4,-4,1,1,-4,-4,-4,-4,-4,4,-4,1,1,-4,-4,-4,-4,-4,-4,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,27000,1,1,-4,-4,-4,-4,-4,-4,-4,4,42500,1,1,2,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,4,91050,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,122000,3,1,3,3,3,3,3,1,-4,-4,-4,-4,-4,4,36550,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,42000,4,2,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,48500,2,1,-4,-4,-4,-4,-4,-4,4,50000,2,1,3,3,2,3,3
6477,3,2,4,2,4,4,-3,1,1,2,1,2,2,-4,4,37500,1,1,2,-4,-4,-4,-4,-4,3,3,3,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37500,1,1,2,-4,-4,-4,-4,-4,-4,4,10600,1,0,2,-4,-4,-4,-4,-4,-4,-4,4,25250,3,1,3,2,4,2,4,2,-4,-4,-4,-4,-4,-4,4,25363,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,25250,1,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,4,24250,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,42250,1,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,52769,1,1,-4,-4,-4,-4,-4,-4,4,37750,1,1,3,3,3,3,3
6478,3,2,3,2,3,4,128000,2,1,2,-4,-4,-4,-4,4,39500,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,40000,2,1,-4,-4,-4,-4,-4,-4,-4,4,60000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,116000,2,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,85000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,114000,2,1,2,3,3,3,3,-4,-4,-4,-4,-4,-4,4,95000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,174000,2,1,1,4,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,100000,2,1,-4,-4,-4,-4,-4,-4,4,100000,2,1,3,3,3,3,4
6479,4,2,4,2,4,4,108500,2,1,3,1,-4,-4,-4,4,138000,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,52250,2,1,2,-4,-4,-4,-4,-4,-4,4,167235,2,0,3,-4,-4,-4,-4,-4,-4,-4,4,421368,2,1,3,2,4,1,2,-4,-4,-4,-4,-4,-4,-4,4,75336,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,44000,2,1,4,2,3,3,4,-4,-4,-4,-4,-4,-4,4,40500,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6480,4,2,4,1,4,4,0,1,0,2,-4,-4,-4,-4,4,25000,1,0,-4,-4,-4,-4,-4,-4,4,2,4,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37500,1,0,2,-4,-4,-4,-4,-4,-4,4,55000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,4,147500,1,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,50000,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6481,3,3,3,2,3,4,45000,1,2,2,2,2,2,2,4,38000,2,0,3,3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,-4,1,113000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,1,41000,2,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,32000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,104750,2,0,3,3,3,3,3,-4,-4,-4,-4,-4,-4,4,108000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,51264,2,0,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,60000,2,0,3,-4,-4,-4,-4,-4,4,79720,3,1,4,3,3,2,4
6482,1,4,2,3,3,4,-4,1,2,-4,-4,-4,-4,-4,4,-4,1,0,3,-4,-4,-4,-4,-4,2,3,3,2,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,4,-4,1,1,3,-4,-4,-4,-4,-4,-4,4,19400,1,1,3,-4,-4,-4,-4,-4,-4,-4,4,110000,1,0,2,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,-4,-4,-4,-4,-4,-4,-4,4,37815,3,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,4,48548,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,4,128000,1,1,3,2,4,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,4,90000,1,1,1,4,3,2,4
6483,3,3,3,1,4,4,-4,1,2,2,1,2,-4,-4,4,-3,1,1,3,3,-4,-4,-4,-4,3,4,2,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,7000,1,1,3,2,3,-4,-4,-4,-4,4,15000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,32500,3,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,4,83750,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,20000,3,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,4,21750,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,92000,2,1,-4,-4,-4,-4,-4,-4,4,109000,3,1,3,2,3,3,4
6484,4,2,3,2,4,4,270543,1,1,2,-4,-4,-4,-4,4,285805,1,1,2,-4,-4,-4,-4,-4,4,2,3,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,267940,1,1,-4,-4,-4,-4,-4,-4,-4,4,-3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,17500,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,20000,3,1,2,3,-4,-4,-4,-4,-4,-4,-4,4,38000,2,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,4,78000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,68000,2,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,123000,2,1,1,-4,-4,-4,-4,-4,4,-3,2,1,4,2,4,1,4
6485,4,3,4,2,4,2,163000,2,1,2,-4,-4,-4,-4,2,83000,2,1,-4,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,80000,2,1,-4,-4,-4,-4,-4,-4,-4,2,92500,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,87500,2,1,4,2,4,2,4,2,-4,-4,-4,-4,-4,-4,2,60000,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,1,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,2,77000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,75000,1,0,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,76000,1,0,-4,-4,-4,-4,-4,-4,2,76000,1,0,3,2,4,2,-2
6486,4,2,3,2,4,2,-4,1,2,-4,-4,-4,-4,-4,2,68000,1,2,2,-4,-4,-4,-4,-4,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72000,1,1,-4,-4,-4,-4,-4,-4,-4,2,-3,1,1,3,-4,-4,-4,-4,-4,-4,-4,4,10000,3,1,4,2,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,-4,-4,-4,-4,4,48000,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,64000,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,141000,3,1,-4,-4,-4,-4,-4,-4,4,140500,3,1,3,2,4,2,4
6487,3,3,3,3,3,4,-4,1,1,2,-4,-4,-4,-4,4,11800,1,1,-4,-4,-4,-4,-4,-4,3,4,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2000,1,1,-4,-4,-4,-4,-4,-4,-4,4,20000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,10250,3,1,4,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,4,7500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2790,3,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,4,16666,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,23000,2,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,25059,2,1,-4,-4,-4,-4,-4,-4,4,11767,3,1,3,3,4,2,4
6488,3,3,3,3,4,4,-4,1,1,-4,-4,-4,-4,-4,4,-4,1,1,-4,-4,-4,-4,-4,-4,2,3,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,70700,1,1,2,-4,-4,-4,-4,-4,-4,4,10000,1,1,2,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,-2,2,4,-4,-4,-4,-4,-4,-4,-4,4,5000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,5000,3,1,3,3,3,3,4,2,-4,-4,-4,-4,-4,4,10000,3,1,-3,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,40000,3,1,3,3,-4,-4,-4,-4,4,82000,2,1,4,3,4,2,4
6489,1,3,1,3,2,4,-4,1,1,1,3,-4,-4,-4,4,-4,1,1,-4,-4,-4,-4,-4,-4,4,1,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,2,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,1,4,4,3,3,1,2,1,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,2,1,1,2,2,-4,-4,-4,-4,-4,-4,4,23869,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,20069,2,1,4,1,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,9708,2,1,-4,-4,-4,-4,-4,-4,4,16851,2,1,2,3,3,3,4
6490,4,2,4,2,4,4,0,1,0,3,2,-4,-4,-4,4,0,1,2,-4,-4,-4,-4,-4,-4,3,2,3,2,4,4,4,-4,-4,-4,-4,-4,-4,-4,-4,4,1000,1,2,1,3,-4,-4,-4,-4,-4,3,800,2,2,3,2,-4,-4,-4,-4,-4,-4,4,0,3,1,4,2,3,3,3,-4,-4,-4,-4,-4,-4,-4,4,55000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37000,2,0,4,2,3,2,4,-4,-4,-4,-4,-4,-4,4,34000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,66000,2,1,4,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,67000,2,1,-4,-4,-4,-4,-4,-4,4,81000,2,1,4,2,3,2,4
6491,3,2,3,3,3,4,15000,1,1,-4,-4,-4,-4,-4,4,0,1,1,2,2,-4,-4,-4,-4,1,1,1,2,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,12934,1,1,3,3,-4,-4,-4,-4,-4,4,35294,3,1,3,-4,-4,-4,-4,-4,-4,-4,4,2500,3,1,4,2,4,2,-2,-4,-4,-4,-4,-4,-4,-4,4,19492,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,7500,3,1,2,4,2,3,2,-4,-4,-4,-4,-4,-4,4,15360,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,3054,3,1,3,2,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,42500,3,1,-4,-4,-4,-4,-4,-4,4,26250,2,1,2,3,3,3,1
6492,3,3,3,2,3,4,43500,1,1,-4,-4,-4,-4,-4,4,65000,1,1,-4,-4,-4,-4,-4,-4,1,3,1,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,10000,1,1,-4,-4,-4,-4,-4,-4,-4,4,25000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,46161,3,1,2,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,4,39312,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,3,1,2,3,3,2,3,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,1,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,17500,3,1,-4,-4,-4,-4,-4,-4,4,20850,3,1,3,3,3,3,3
6493,4,3,3,3,3,4,-4,1,1,-4,-4,-4,-4,-4,4,20000,1,1,-4,-4,-4,-4,-4,-4,3,3,3,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2003,1,1,-4,-4,-4,-4,-4,-4,-4,4,3200,1,1,3,-4,-4,-4,-4,-4,-4,-4,4,33500,3,1,4,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,61030,2,1,4,3,3,2,4,-4,-4,-4,-4,-4,-4,4,85000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,76250,2,1,4,3,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,96000,2,1,-4,-4,-4,-4,-4,-4,4,115000,2,1,3,2,3,2,4
6494,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,18000,1,2,-3,-3,-3,-3,-4,-4,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,22000,1,2,-4,-4,-4,-4,-4,-4,-4,4,22775,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,23000,4,2,4,2,3,2,3,3,-4,-4,-4,-4,-4,-4,2,46250,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26500,3,1,3,2,4,2,3,-4,-4,-4,-4,-4,-4,2,54000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72500,3,1,4,3,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,76800,3,1,-4,-4,-4,-4,-4,-4,4,75000,3,1,3,2,3,2,3
6495,2,4,3,3,4,4,-4,1,1,3,-4,-4,-4,-4,4,-4,1,0,-4,-4,-4,-4,-4,-4,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,69000,1,0,-4,-4,-4,-4,-4,-4,-4,4,94368,1,0,-4,-4,-4,-4,-4,-4,-4,-4,4,180500,2,1,3,3,4,2,4,3,-4,-4,-4,-4,-4,-4,2,28250,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24000,2,1,4,3,3,1,4,-4,-4,-4,-4,-4,-4,2,26000,2,2,3,2,-4,-4,-4,-4,-4,-4,-4,4,36340,3,1,3,3,2,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,7964,2,1,-4,-4,-4,-4,-4,-4,4,100281,2,1,2,3,2,3,3
6496,3,2,3,2,3,4,-4,1,0,3,-4,-4,-4,-4,4,-4,1,0,-4,-4,-4,-4,-4,-4,3,2,3,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,10000,1,1,1,-4,-4,-4,-4,-4,-4,4,72500,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,4,4,-4,-4,-4,4,52500,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,54821,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,4,54461,3,1,3,3,-4,-4,-4,-4,-4,-4,-4,4,35000,3,1,4,2,3,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30000,2,1,-4,-4,-4,-4,-4,-4,4,40669,2,1,4,3,3,2,4
6497,1,3,2,3,3,4,-4,1,0,3,-4,-4,-4,-4,4,-4,1,0,-4,-4,-4,-4,-4,-4,4,3,1,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,1,1,-4,-4,-4,-4,-4,-4,-4,4,65000,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,4,75000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2750,4,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,4,1750,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,71500,3,1,-4,-4,-4,-4,-4,-4,4,-3,2,0,3,2,3,2,4
6498,4,3,3,3,3,4,0,1,1,2,-4,-4,-4,-4,4,-3,4,2,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,6000,3,1,-4,-4,-4,-4,-4,-4,-4,4,2700,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,15250,2,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,5250,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,2,9850,2,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,2,20000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,2,1,3,2,3,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,7500,3,1,-4,-4,-4,-4,-4,-4,2,4000,3,1,3,2,3,2,3
6499,3,2,3,3,4,4,18000,1,1,2,-4,-4,-4,-4,4,23000,1,1,-4,-4,-4,-4,-4,-4,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,23000,1,1,2,-4,-4,-4,-4,-4,-4,4,33500,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,68000,2,0,4,2,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,4,29000,2,1,3,2,4,1,4
6500,3,2,3,2,3,4,1000,1,1,-4,-4,-4,-4,-4,4,20000,1,1,-4,-4,-4,-4,-4,-4,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,55500,1,1,-4,-4,-4,-4,-4,-4,-4,4,46700,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,95000,3,1,4,2,3,2,4,3,-4,-4,-4,-4,-4,-4,4,27660,2,1,3,2,-4,-4,-4,-4,-4,-4,-4,4,45000,3,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,4,2500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,4500,2,0,4,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30030,2,0,-4,-4,-4,-4,-4,-4,4,36780,2,0,4,2,3,2,4
6501,4,2,3,2,4,4,13000,1,1,-4,-4,-4,-4,-4,4,20000,2,1,3,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,100000,3,1,2,2,-4,-4,-4,-4,-4,4,50000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,55500,3,1,3,2,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-4,-4,-4,-4,4,74750,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6502,1,3,2,3,3,3,-4,2,1,-4,-4,-4,-4,-4,4,-4,1,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,1,1,-4,-4,-4,-4,-4,-4,-4,3,0,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,3,3,-4,-4,3,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,59200,2,1,2,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6503,3,2,3,2,4,4,-3,2,2,-3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,4,35000,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,4,65475,2,1,3,2,-4,-4,-4,-4,-4,-4,-4,4,35000,2,1,3,2,3,2,4,1,-4,-4,-4,-4,-4,4,43250,2,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,42671,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,66159,3,1,-4,-4,-4,-4,-4,-4,4,62072,3,1,2,3,3,2,4
6504,4,2,3,2,4,4,-4,1,1,-4,-4,-4,-4,-4,4,-4,1,1,-4,-4,-4,-4,-4,-4,4,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,75000,1,1,-4,-4,-4,-4,-4,-4,-4,4,22500,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,30160,3,1,3,2,3,2,4,3,-4,-4,-4,-4,-4,-4,4,-3,2,1,1,3,-4,-4,-4,-4,-4,-4,-4,4,76250,3,1,4,2,3,2,4,2,-4,-4,-4,-4,-4,4,25250,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,34020,2,1,3,2,3,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,49000,3,1,-4,-4,-4,-4,-4,-4,4,47500,3,1,4,2,3,2,3
